id,brand_name,generic_name,species,dose_mg_per_kg_min,dose_mg_per_kg_max,concentration_value,concentration_unit,concentration_ml,dosage_form,route,frequency,unit_description,notes
"858","Ceftiprima 1g (Primavet)","Ceftiofur","cattle","1","2.2","1.042","mg/ml","1","injectable","IM/SC","q24h SC/IM","1 gm vial (Primavet)","Category: Antibiotic (Cephalosporin). Composition: Each vial contains: - Ceftiofur sodium 1.042 mg (ceftiofur base 1 gm) Indication: - Cattle: for treatment of Bovine Respiratory Disease (Shipping fever, Pneumonia) associated with Mannheimia haemolytica, Pasteurella multocida and Histophilus somni. It is also indicated for treatment of ... | Ref: Cattle 1-2.2 mg/kg SC/IM q24h. Horses 2.2 mg/kg IM q12-24h. Plumb's."
"859","Streptoprima (Primavet)","Streptomycin","large_animal","10","10","320","mg/ml","1","injectable","IM/IV","q8h","200 gm vial (Primavet)","Category: Antibiotic (Aminoglycoside). Composition: Each vial contains - Streptomycin sulphate 200 gm (eq o 160 gm streptomycin base) Streptomycin sulfate is an aminoglycoside antibiotic that has a broad spectrum of antimicrobial (bactericidal) action. The drug is active against Mycobacterium tuberculosis , the majority of gram-negative ..."
"860","Oxyfinadine (Primavet)","Oxytetracycline + Flunixin Meglumine","large_animal","1.1","2.2","100","mg/ml","1","injectable","IV/IM","q24h max 3-5 days","100 ml vial (Primavet)","Category: Antibiotic (Tetracycline) + NSAIDs. - Combination Antibiotic and Antipyretic for effective treatment of Pneumonia - Oxytetracycline inhibits the growth of bacteria via attachment to amino acyl transfer RNA on the surface of the 30s ribosomal subunit. Then this agent is bacteriostatic. Also Oxytetracyclines alter the permeability of th... | Ref: Cattle 1.1-2.2 mg/kg IV q24h. Horses 0.5-1.1 mg/kg IV/IM q12h. Plumb's Vet Drug Handbook."
"861","Ceftiprima 4g (Primavet)","Ceftiofur","cattle","1","2.2","100","mg/ml","1","injectable","IM/SC","q24h SC/IM","4 gm vial (Primavet)","Category: Antibiotic (Cephalosporin). Composition: Each vial contains: - Ceftiofur sodium 4.168 gm (ceftiofur base 4 gm) Indication: Bovine Respiratory Disease (Shipping fever, Pneumonia) associated with Mannheimia haemolytica, Pasteurella multocida and Histophilus somni. It is also indicated for treatment of acute Bovine Interdigital N... | Ref: Cattle 1-2.2 mg/kg SC/IM q24h. Horses 2.2 mg/kg IM q12-24h. Plumb's."
"862","Kanamycin 25% (Elyoser (Alfasan))","Kanamycin","large_animal","6","8","900","mg/ml","1","injectable","IM","q24h","100 ml vial (Elyoser (Alfasan))","Category: Antibiotic (Aminoglycoside). Composition Each ml contains - Kanamycin sulphate 250 mg Mode of action Kanamycin is broad spectrum bactericidal aminoglycoside antibiotic inhibits protein synthesis by irreversible binding to the 30s ribosomal subunit Pharmacokinetics - Rapid Absorption after IM injection - Reach to plasma peak con... | Ref: Ref: Plumb's 9th Ed. p. 642."
"863","Avicycline 5% (Avico)","Oxytetracycline","large_animal","5","10","50","mg/ml","1","injectable","IV/IM","q12-24h","100 ml vial (Avico)","Category: Antibiotic (Tetracycline). Composition: Each 1 ml contains: - Oxytetracycline Hydrochloride 50 mg - Lidocain hydrochloride 1 mg Properties - Oxytetracycline Hydrochloride is one of the most important and widely used antibiotics in Veterinary Medicine, it has a broad spectrum antibacterial action. - Oxytetracycline HCI interfe... | Ref: Cattle/Sheep/Horses 5-10 mg/kg IV/IM q12-24h (short-acting) or 20 mg/kg IM q48-72h (long-acting). Plumb's."
"864","Sulphadimidine (Adwia)","Sulphadimidine","large_animal","33","50","700","mg/ml","1","injectable","IM/IV","q12-24h PO","100 ml vial (Adwia)","Category: Antibiotic (Sulfonamide). Composition: Each 100 ml contains: - Sulphadimidine sodium: 33.3 gm (eq to 30.93 gm Sulphadimidine base) Properties: - Sulphonamides form an extensive series of drugs that differ more in their physicochemical characteristics, and hence in mode of administration and pharmacokinetics, than they do in ... | Ref: Poultry/Cattle 33-50 mg/kg PO q12-24h x 5 days. Merck Vet Manual."
"865","Avimast (Avico)","Oxytetracycline + Neomycin + Prednisolone","cattle","5","10","250","mg/syringe","1","intramammary infusion","Intramammary","q12-24h","Syringes (Avico)","Category: Mastitis Preparation. Each syringe (8 gm) contains: - Neomycin 250 mg - Oxytetracycline HCl 50 mg - Predinsolone 10 mg Properties - AVIMAST is particularly effective against mastitis caused by bacteria; streptococci, staphylococci, and E. coli which are susceptible to neomycin and oxytetracycline. - It contains the anti-... | Ref: Cattle/Sheep/Horses 5-10 mg/kg IV/IM q12-24h (short-acting) or 20 mg/kg IM q48-72h (long-acting). Plumb's."
"866","Super Performance L (Tornel)","MINERALs + AA","large_animal","0","0","1","mg/ml","1","injectable","IM/IV","q24h","100 ml vial (Tornel)","Category: Supportive treatment. Each ml contains: • DL-Methionine 100 mcg • L-Lysine-HCL 100 mcg • DL-Carnitine 100 mcg • Cyanocobalamin 500 mcg • Sodium Selenite 1 mg • Uridine Triphosphate 1 mg • Adenosine Triphosphate 2 mg • Magnesium Aspartate 15 mg • Potassium Aspartate 15 mg • Vehicle q.s 1 ml Directions: SUPER PERFORMANCE-L... | DOSING: Per-label dosing. Volume/animal varies by product. Not standard mg/kg."
"867","Epixin (Eipivet)","Flunixin Meglumine","large_animal","1.1","2.2","50","mg/ml","1","injectable","IV/IM","q24h max 3-5 days","50 ml vial (Eipivet)","Category: NSAIDs. Composition Flunixine 50 mg / ml Indications - Flunixin meglumine is a non-steroid, anti-inflammatory drug (NSAID) with non-narcotic analgesic effect and antipyretic activity. - It acts by blocking the prostaglandin biosynthesis, since it inhibits the cyclooxygenase. - It acts directly on the CNS, d... | Ref: Cattle 1.1-2.2 mg/kg IV q24h. Horses 0.5-1.1 mg/kg IV/IM q12h. Plumb's Vet Drug Handbook."
"868","Avitryl 5% (Avico)","Enrofloxacin","large_animal","2.5","2.5","100","mg/ml","1","injectable","IM/IV","q24h","100 ml vial (Avico)","Category: Antibiotic (Quinolone). Composition: Each 1 ml contains: - Enrofloxacin 50 mg Properties - Enrofloxacin belongs to the second generation of the family of compounds known as the 4 quinolones. - The mode of action of quinolones is belived to be the inhibitiuon of DNA gyrase, an essential bacterial enzyme that maintains super... | Ref: Ref: Plumb's 9th Ed. p. 418."
"869","Enrodox (Avico)","Enrofloxacin + Doxycycline","large_animal","10","10","100","mg/ml","1","injectable","IV/IM/SC","q24h","100 ml vial (Avico)","Category: Antibiotic (Quinolone + Tetracycline). Composition: Each 1 ml contains: - Enrofloxacin 100 mg - Doxycycline 200 mg Properties - The active ingredients of Enrodox (Enrofloxacin & Doxycycline) have a broad spectrum of activity against wide range of gram negative bacteria including (Pasteurella, salmonellosis, E. coli, and Brucella) as well... | Ref: Ref: Plumb's 9th Ed. p. 386."
"870","Tylox 20 (Avico)","Oxytetracycline + Tylosin","large_animal","5","10","100","mg/ml","1","injectable","IV/IM","q12-24h","100 ml vial (Avico)","Category: Antibiotic (Tetracycline + Macrolide). Composition: Each 1 ml contains: - Tylosin (as Tylosin tartrate ) 100 mg - Oxytetracycline (as dihydrate) 100 mg Properties - Tylox-20 has a broad antibacterial efficacy that includes Gram negative and positive bacteria, protozoas, spirochets, mycoplasmas and chlamydia. - The active ingredient Oxyte... | Ref: Cattle/Sheep/Horses 5-10 mg/kg IV/IM q12-24h (short-acting) or 20 mg/kg IM q48-72h (long-acting). Plumb's."
"871","Avicotil","Tilmicosin","large_animal","10","10","100","mg/ml","1","injectable","IV/IM/SC","q24h","100 ml vial (Avico)","Category: Antibiotic (Macrolide). Composition: Each 1 ml contains: Tilmicosin 300 mg Indications Cattle: - Treatment of bovine respiratory disease associated with Mannheimia haemolytica and Pasteurella multocida. - Treatment of interdigital necrobacillosis. Sheep: - Treatment of respiratory tract infections caused by Mannheimia haem... | Ref: Ref: Plumb's 9th Ed. p. 1125."
"872","Avispectin (Avico)","Lincomycin + Spectinomycin","dogs and cats","2.5","2.5","100","mg/ml","1","injectable","IM","q24h IM","100 ml vial (Avico)","Category: Antibiotic (Lincosamide + aminoglycoside). Composition: Each 1 ml contains: - Lincomycin (Lincomycin hydrochlorid monohydrate) 50 mg - Spectinomycin (Spectinomycin sulfate tetrahydrate) 100 mg Indications - Avispection Injection is indicated for the treatment of infections in non-ruminating calves, sheep, goats, chickens, turkeys, dogs, cats... | Ref: Cattle/Pigs 2.5 mg/kg IM q24h. Plumb's."
"873","Avicycline 30% (Avico)","Oxytetracycline","large_animal","20","20","300","mg/ml","1","injectable","IM/IV","q24h","100 ml vial (Avico)","Category: Antibiotic (Tetracycline). Composition: Each 1 ml contains: Oxytetracycline (as dihydrate) 300 mg Properties - Oxytetracycline is a bacteriostatic antibiotic that inhibits protein synthesis in susceptible bacteria. - Inside the cell it binds irreversibly to receptors on the 30S subunit of the bacterial ribosome where it inter... | Ref: Ref: Plumb's 9th Ed. p. 892."
"874","Gentavic (Avico)","Gentamicin","large_animal","6.6","6.6","100","mg/ml","1","injectable","IM/IV","q12h","100 ml vial (Avico)","Category: Antibiotic (Aminoglycoside). Composition: Each 1 ml contains: - Gentamycin (as Gentamycin Sulfate) 100 mg (a.i.) Properties GENTAVIC contains Gentamycin which is an aminoglycoside antibiotic which has a bactericidal effect against many gram-negative and some gram-positive bacteria, such as: E. coli, Salmonella spp., Shigella sp... | Ref: Ref: Plumb's 9th Ed. p. 504."
"875","Diaban plus (Avico)","Triple Sulfonamides + Streptomycin","large_animal","0","0","21.3","mg/ml","1","oral solution","PO","q24h","225 ml Bottle (Avico)","Category: Anti-Diarrheal. Composition: Each 1 ml contains: - Sulphadimidine 21.3 mg - Sulphaguanidine 21.3 mg - Sulphadiazine 28.4 mg - Streptomycin (as Sulphate) 7.6 mg - Neomycin Sulphate 1.8 mg - Hyoscine (as hydrobromide) 0.02 mg - Sodium Chloride 1 1.33 mg - Calcium gluconate 2.2 mg - Magnesium Sulphate 0.6 mg - Potassi..."
"876","Mangezal (Avico)","Benzyl Benzoate + Salicylic Acid + Sulfur","large_animal","0","0","100","mg/g","1","ointment","Topical","q24h","200 gm Ointment (Avico)","Category: Ectoparasiticide. Composition: Each 1gm contains: - Benzyl benzoate 50 mg - Salicylic acid 20 mg - Sulphur sublimate 100 mg - Tar 10 mg - Phenol 15 mg Properties - Mangezal produce a comprehensive medication against most types of mange e.g. Sarcoptic, psoroptic and chorioptic in camels, horses, sheep, goats, cattle a... | DOSING: Apply topically to affected area BID or as directed on label. For external veterinary use only."
"877","Tonovit (Avico)","VITAMINs + MINERALs","large_animal","0","0","150","mg/g","1","oral powder","PO","q12h","100 gm Sachet (Avico)","Category: Supportive treatment. Composition: Each 1 gm contains: - Gentiana 150 mg - Nux vomica 20 mg - Sodium carbonate 400 mg - Vitamin A 2000 mg - Vitamin D3 500 I.U. - Vitamin E 400 I.U. - Vitamin B2 400 mcg - Vitamin B1 200 mcg - Calcium -d- Pantothenate 500 mcg - Nicotinamide 1mcg - Folic acid 50 mg - Iron 40 mcg - Manganese... | DOSING: Per-label dosing. Volume/animal varies by product. Not standard mg/kg."
"878","Tetramisole forte (Avico)","Tetramisole","poultry","15","15","300","mg/ml","1","injectable","IM/SC","single dose SC/IM","500 gm Powder (Avico)","Category: Anthelmintic. Anthelmintic (Imidazothiazole) Composition: Each 1 gm contains: - Tetramisole HCL 300 mg Properties - Tetramisole is a highly acceptable antinematodal drug due to its broad range of activity in a large number of hosts (Sheep, Cattle, Horse and Poultry). - Through its paralysing action on the parasit... | Ref: Cattle 15 mg/kg SC/IM. Sheep 15 mg/kg SC. Poultry 40 mg/kg. Merck Vet Manual."
"879","Trimectin sheep (Avico)","Ivermectin + Triclabendazole","sheep_goat","0.2","0.2","50","mg/ml","1","oral solution","PO","single dose (repeat in 2 weeks if needed)","1L Bottle (Avico)","Category: Anthelmintic. Composition: Each 1 ml contains: - Triclabendazole 50 mg - Ivermectin 1 mg Properties - TRIMECTIN SHEEP is an effective combination of both Triclabendazole and Ivermectin to be applied in sheep, making a comprehensive wormer and flukicide that covers wide spectrum of gastric, intestinal, and lungwor... | Ref: Cattle/Sheep/Goats 0.2 mg/kg SC or PO. Horses 0.2 mg/kg PO. Plumb's Vet Drug Handbook."
"880","Metabolase (Fatro von franken)","VTAMINs + AAs","large_animal","0","0","100","mg/ml","1","injectable","IV/IM/SC","q24h","100 ml vial (Fatro von franken)","Category: Supportive treatment. Composition: - L-Carnitine Hydrochloride 613.3 mg - Thioctic acid 20.0 mg - Pyridoxine hydrochloride 15.0 mg - Cyanocobalamin 3.0 mg - DL-acetylmethionine 2,000.0 mg - L-arginine 24.0 mg - L-Ornithine Hydrochloride 153.2 mg - L-Citrulline 120.0 mg - L-Lysine Hydrochloride 62.5 mg - Glycine 150.0 mg ... | DOSING: Volume-based dosing per label. Cattle/Horses 10-25 mL IM/SC/IV; Calves/Foals 5-10 mL. (Not standard mg/kg). Ref: Merck Vet Manual."
"881","Vitalin (Brand new)","VITAMINs","large_animal","0","0","100","mg/ml","1","injectable","IV/IM/SC","q24h","100 ml vial (Brand new)","Category: Supportive treatment. COMPOSITION: Each ml contains: - Vit A 15,000 IU - Vit D3 1000 IU - Vitamin E 20 mg - Vit B 110 mg - Vit B2 5 mg - Vit B6 3 mg - Nicotinamide 35 mg - Pantothenal 25 mg - Vit B12 50 mcg INDICATIONS: Vitalin is indicated for Prevention and treatment of vitamin deficiencies in animals, particularly dur... | DOSING: Volume-based dosing per label. Cattle/Horses 10-25 mL IM/SC/IV; Calves/Foals 5-10 mL. (Not standard mg/kg). Ref: Merck Vet Manual."
"882","Spectal Super (Atco pharma)","Spectinomycin","poultry","20","22","100","mg/ml","1","injectable","IM/SC","q12h IM","100 ml vial (Atco pharma)","Category: Antibiotic (Aminoglycoside). Composition Each 1 ml contains: - Spectinomycin dihydrochloride 150mg (eq. to 100mg spectinomycin base) Indications Chickens turkeys: CRD and air saccuilits (mycoplasma and/ or E. coli), fowl cholera (past. multocida), infectious coryza (haemophilus gallinarum). Dosage - Chickens and turkeys, by S/C... | Ref: Cattle/Pigs 20-22 mg/kg IM q12h. Poultry 5 mg/kg drinking water. Plumb's."
"883","Drumectin plus (Drugest)","Ivermectin + Clorsulon","cattle","0.2","0.2","10","mg/ml","1","injectable","SC","single dose (repeat in 2 weeks if needed)","50 ml vial (Drugest)","Category: Anthelmintic. Composition: Each 1 ml contains: - Ivermectin 10 mg - Clorsulon 100 mg properties: Dramktin Plus, is a combination of Ivermectin( an anthelmintic – ectoparasiticide )& Clorsulon( antifascioliasis ) which have a high efficacy in the treatment & control of internal and external parasites of cattle, sh... | Ref: Cattle/Sheep/Goats 0.2 mg/kg SC or PO. Horses 0.2 mg/kg PO. Plumb's Vet Drug Handbook."
"884","Dexa-Phen (Drugest)","Phenylbutazone + Dexamethasone","large_animal","2.2","4.4","100","mg/ml","1","injectable","IV","q24h (horses), q48h (cattle)","100 ml vial (Drugest)","Category: NSAIDs + SAIDs. Each 100 ml contains: - Phenylbutazone 18 gm - Dexamethasone 0.035 gm Properties: 1- Phenylbutazone is a powerful non – steroidal anti- inflammatory, analgesic& anti- pyretic acts mainly in the early stages of inflammatory reactions. 2- Dexamthasone is a synthetic corticosteroid having anti- inflamm... | Ref: Horses 2.2-4.4 mg/kg IV/PO q24h. Cattle 10 mg/kg PO (rarely used). Plumb's. Do NOT use in cats."
"885","Mectico (Arabcomed)","Nitroxynil + Ivermectin + Clorsulon","large_animal","10","12.5","100","mg/ml","1","injectable","SC","single dose (repeat in 4-6 weeks if needed)","50 ml vial (Arabcomed)","Category: Anthelmintic. Composition: Each 100 ml contains: - Ivermectin 0.67 gm - Clorsulon 6.7 gm - Nitroxynil (as eglunmine) 34 gm Properties: ➡️ Ivermectin is an avermectin and a fermentation product of Streptomyces avermitilis. It's active against all stages of every major parasitic nematode. It is also a potent ectopa... | Ref: Cattle 10 mg/kg SC; Sheep/Goats 10-12.5 mg/kg SC. Plumb's Vet Drug Handbook."
"886","Picoflun (Eva pharma)","Florfenicol + Flunixin Meglumine","large_animal","1.1","2.2","300","mg/ml","1","injectable","IV/IM","q24h max 3-5 days","100 ml vial (Eva pharma)","Category: Antibiotic (Phenicol) + NSAIDs. COMPOSITION: Each 1 ml contains - Florfenicol 300 mg - Flunixin (meglumine) 16.5 mg PROPERTIES: - Florfenicol is a synthetic, broad spectrum antibiotic active against many gram-positive bacteria isolated from domestic animals. - Florfenicoi acts by inhibiting bacterial protein synthesis at the ribos... | Ref: Cattle 1.1-2.2 mg/kg IV q24h. Horses 0.5-1.1 mg/kg IV/IM q12h. Plumb's Vet Drug Handbook."
"887","Phenylodex (Kirovest Co.)","Phenylbutazone + Dexamethasone","large_animal","2.2","4.4","100","mg/ml","1","injectable","IV","q24h (horses), q48h (cattle)","50 ml vial (Kirovest Co.)","Category: NSAIDs + SAIDs. COMPOSITION: - Phenylbutazone - Dexamethasone DESCRIPTION: Analgesic, anti-inflammatory and anti-pyretic effect, derived from pyrazolone, indicated in the treatment of locomotor system diseases. INDICATIONS: Treatment of primary locomotor system diseases. Coadjutant treatment to the antibiotic thera... | Ref: Horses 2.2-4.4 mg/kg IV/PO q24h. Cattle 10 mg/kg PO (rarely used). Plumb's. Do NOT use in cats."
